-0.1607,-0.1607,-0.1607,-0.1607,-0.2178,-0.2241,-0.3080,-0.3080,-0.3751,-0.4876,-0.4876,-2.0970,-2.0970,-2.0970,-3.2775
0.5138,0.5138,0.5138,0.5138,0.5138,0.5138,0.5138,0.5138,0.5138,-0.2956,-0.4633,-0.5755,-0.5755,-0.5755,-0.5755
2.9851,0.5877,0.1421,0.1421,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007,0.1007
-3.0691,-3.0691,-3.8602,-3.8602,-3.8602,-3.8602,-4.4385,-4.4385,-4.4385,-4.4385,-4.4385,-4.4385,-4.4385,-4.4385,-4.4385
-4.9146,-4.9146,-4.9146,-4.9146,-4.9146,-4.9146,-4.9146,-5.3057,-5.3057,-5.6136,-5.6136,-5.6136,-5.6136,-6.0399,-6.0399
0.0293,0.0197,-0.0091,-0.1632,-1.7146,-1.7146,-1.7146,-1.9642,-4.1375,-4.1375,-4.1375,-4.1375,-4.1375,-4.1375,-4.1375
-0.0835,-0.0867,-0.0940,-0.0940,-0.0972,-0.0972,-0.0972,-0.0972,-0.0972,-0.0972,-0.1056,-0.1056,-0.5716,-0.5716,-0.6110
0.0569,0.0569,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332
0.1555,0.1555,-0.0543,-0.0543,-0.0543,-0.1823,-0.1823,-0.1823,-0.1823,-0.1823,-0.1823,-0.1823,-0.1823,-0.1823,-0.1823
1.7910,1.7910,-0.9350,-0.9350,-0.9350,-0.9350,-1.1714,-1.1714,-1.8563,-1.8563,-1.8563,-1.8563,-1.8563,-1.8563,-1.8563
1.3856,1.3856,-0.0233,-0.0233,-0.0233,-0.1961,-0.1961,-0.1961,-0.1961,-0.1961,-0.1961,-0.1961,-0.1961,-0.7206,-0.9634
-2.3996,-2.3996,-2.3996,-2.6877,-5.2537,-5.2537,-5.2537,-5.2537,-5.8461,-5.8461,-5.8461,-6.3574,-6.3574,-6.3574,-8.2235
1.2320,0.3297,0.3297,0.3297,0.0425,0.0425,0.0425,0.0425,0.0425,-0.0096,-0.0096,-0.0096,-0.0096,-0.0377,-0.0377
0.0437,0.0355,0.0355,0.0355,-0.0232,-0.0232,-0.2288,-0.2288,-0.2288,-0.2288,-0.2288,-0.2288,-0.2288,-0.2288,-0.2288
-0.0448,-0.0608,-0.0608,-0.0608,-0.0608,-0.0629,-0.1811,-0.1811,-0.1811,-0.1811,-0.1811,-0.3366,-0.3366,-0.3366,-0.3366
